RA,DEC,mag,e_Gmag,pmRA,pmDE,Plx,catalog
266.10720427868,-39.08890554317,14.569186,0.002765,-0.231,-1.849,0.4875,Gaia
266.09168700508,-39.09057374364,15.075982,0.004802,4.336,-5.484,0.4604,Gaia
266.08570837024,-39.0903362384,13.214824,0.002763,2.942,-6.115,0.4295,Gaia
266.07994918805,-39.09205316255,15.959657,0.002787,-2.457,-0.731,0.9683,Gaia
266.08343018248,-39.08380401884,15.027473,0.00277,-1.184,-3.612,0.2242,Gaia
266.07451573185,-39.08831506745,15.631046,0.003585,3.032,-2.979,0.486,Gaia
266.09422332952,-39.07531763711,14.549293,0.002976,-3.512,-4.138,0.0558,Gaia
266.08823581878,-39.06921064685,15.058539,0.002774,-1.272,-0.69,0.1837,Gaia
266.11161557787,-39.08736945721,15.932818,0.002789,-3.361,-4.377,0.1316,Gaia
266.10750554048,-39.08535083269,14.21071,0.002763,2.085,-4.41,0.7761,Gaia
266.10946661907,-39.06851827702,13.484248,0.002791,-2.458,-2.159,0.199,Gaia
266.1128646939,-39.08627362486,13.713599,0.007495,0.153,-5.104,0.0604,Gaia
266.11363446746,-39.07313001403,12.526051,0.002766,-5.463,-2.616,0.4699,Gaia
266.12355640688,-39.07425912711,13.235872,0.002763,0.037,-3.717,0.4077,Gaia
266.11918989068,-39.07216804473,15.931834,0.003862,-1.741,0.349,0.9204,Gaia
266.11669797143,-39.06307277865,15.074659,0.002779,-3.865,-5.652,0.204,Gaia
266.12454274533,-39.0615439719,15.56856,0.002781,-0.258,-6.547,0.2894,Gaia
266.11559109451,-39.06397869241,15.340775,0.002789,-2.041,-1.885,0.2368,Gaia
266.122044271,-39.0610116133,15.758445,0.002802,-4.344,-4.298,0.0525,Gaia
266.1021452815,-39.06151566016,14.443353,0.00299,-2.021,-6.986,0.1374,Gaia
266.0987257851,-39.06283427386,15.732931,0.002782,-1.979,-6.215,0.1162,Gaia
266.09786464512,-39.06655178592,14.39873,0.002763,14.633,-8.049,1.5928,Gaia
266.09727154733,-39.06496884432,14.583089,0.002775,1.76,-1.396,0.1697,Gaia
266.11090651882,-39.06118647763,14.847965,0.002766,2.318,-7.238,0.4813,Gaia
266.10911021314,-39.06255252352,15.522587,0.002813,-3.354,-6.74,0.039,Gaia
266.10719485309,-39.05322647966,15.64391,0.002806,-4.111,-2.457,0.4613,Gaia
266.11040241551,-39.04838342479,14.799568,0.002952,-6.02,-7.274,0.0609,Gaia
266.07384071091,-39.07907259515,14.352531,0.002767,-1.754,-0.738,0.2412,Gaia
266.06451237872,-39.07633110344,12.984013,0.002765,-8.755,-10.648,0.9409,Gaia
266.06479888439,-39.06899273165,15.514649,0.002795,0.322,-1.44,0.6157,Gaia
266.07965540261,-39.07554390382,15.533465,0.002845,-4.514,-3.386,0.305,Gaia
266.07858120501,-39.07303284145,13.891852,0.00279,-0.699,-0.632,0.1255,Gaia
266.07340670456,-39.06921363588,15.080318,0.002775,-3.013,-4.876,0.1318,Gaia
266.0814447858,-39.06419882833,15.988945,0.002791,-2.612,-2.445,0.1266,Gaia
266.07439897156,-39.06810008523,12.962322,0.002763,-4.333,-3.892,0.6059,Gaia
266.07834201074,-39.05886962409,15.764451,0.002787,-1.377,-4.429,0.0529,Gaia
266.04802083359,-39.0683875093,14.782988,0.002764,-1.029,-3.507,0.4588,Gaia
266.08500609807,-39.06068677565,12.314451,0.005177,-3.335,-4.835,0.1978,Gaia
266.09360816342,-39.04835804274,13.831409,0.002768,0.237,0.359,0.5074,Gaia
266.08491411545,-39.05448034532,15.713485,0.002779,-2.314,-4.456,0.1069,Gaia
266.10669953389,-39.04133335979,14.879126,0.003277,-2.961,-5.885,0.1237,Gaia
266.10156036151,-39.04578262953,15.808911,0.002785,-6.341,0.098,0.1375,Gaia
266.08576674138,-39.03974008745,14.391564,0.002768,-2.958,0.262,0.2745,Gaia
266.07939680762,-39.02854397176,13.701502,0.002933,-4.077,-2.475,0.0647,Gaia
266.00160558557,-39.10125385417,15.905428,0.002829,-4.452,-5.651,0.2031,Gaia
266.01052664262,-39.08987268587,15.797063,0.002776,-0.544,0.171,0.5661,Gaia
265.99621675177,-39.08597022178,15.335741,0.002783,-4.268,-8.97,0.1439,Gaia
265.99436698516,-39.08442582648,15.589032,0.002855,-5.267,-6.608,0.1244,Gaia
265.98617419293,-39.08794927621,15.619516,0.002785,-3.786,-2.911,0.1587,Gaia
266.00500497372,-39.07963204592,15.716197,0.002803,-0.903,-2.612,0.1786,Gaia
266.0100104721,-39.07616556754,15.946775,0.002796,-1.829,-6.145,0.5625,Gaia
265.99260815836,-39.0793254416,14.333645,0.0028,-3.151,-0.793,0.0813,Gaia
266.01966766054,-39.07673873163,14.902999,0.002774,-0.754,-7.322,0.407,Gaia
266.02478676812,-39.07464496373,15.151708,0.002768,1.807,-0.577,0.4694,Gaia
266.01977363958,-39.08023806944,15.826325,0.002781,-8.229,-14.448,0.5734,Gaia
266.02051037798,-39.0730439058,14.444184,0.002768,-1.179,0.499,0.282,Gaia
266.03656531027,-39.07278117006,13.695908,0.003873,-1.101,-4.531,0.0147,Gaia
266.03079852439,-39.05858449619,15.703773,0.002786,1.063,-8.15,0.1669,Gaia
266.02908647951,-39.0720727394,14.83043,0.002786,0.053,-5.095,0.3922,Gaia
266.03496265183,-39.0637732479,15.465506,0.00277,-1.772,-1.643,0.5234,Gaia
266.01147797338,-39.06860415158,11.60992,0.002798,-3.217,-6.923,0.4797,Gaia
266.00384549217,-39.06374614631,15.772702,0.002839,0.58,-3.86,0.0994,Gaia
266.02125582386,-39.05852912382,14.972689,0.002776,-4.784,-3.662,0.2318,Gaia
266.0167538974,-39.05823805777,15.233162,0.002879,-0.544,-5.915,0.2792,Gaia
266.02446892586,-39.05456838448,14.200995,0.002764,0.955,-0.62,0.3388,Gaia
266.01707813465,-39.05853078823,13.592062,0.002934,-2.169,-5.619,0.1222,Gaia
265.98340387494,-39.0811300412,13.034179,0.002779,1.522,-0.891,0.7665,Gaia
265.97739564388,-39.07896572032,15.477962,0.002772,-1.344,-3.69,0.3142,Gaia
265.97001925654,-39.06844451588,15.445836,0.002773,-2.482,0.797,0.4591,Gaia
265.96857151936,-39.06719024381,15.257961,0.002782,-4.431,-5.449,0.1296,Gaia
265.96633149208,-39.06943216867,15.558029,0.002813,-3.475,-6.885,0.1273,Gaia
265.9680644071,-39.06369627412,15.743575,0.002803,-2.085,-1.523,0.1267,Gaia
265.98623153539,-39.0572507501,14.685665,0.002766,-1.572,0.788,0.7876,Gaia
265.97094983276,-39.0512816576,15.228567,0.002782,-7.229,-1.222,0.0881,Gaia
266.009339862,-39.05240791594,14.127657,0.002762,-0.986,-3.697,0.7567,Gaia
265.99824267933,-39.05325051339,14.598177,0.002787,-4.178,-7.501,-0.0031,Gaia
266.00412935054,-39.04591200635,13.784205,0.002808,-0.809,-4.636,0.8899,Gaia
265.99666872061,-39.04821921685,11.67277,0.00277,0.387,-3.291,0.6398,Gaia
266.01148672014,-39.05266500179,14.548616,0.002764,1.491,0.223,0.7786,Gaia
266.01675298652,-39.03577157592,15.926087,0.002811,-3.385,-6.141,0.5131,Gaia
265.99083585867,-39.04462215219,15.519588,0.002777,-6.028,-6.495,0.2305,Gaia
265.99007079305,-39.04181097023,15.290293,0.002774,-3.964,-5.552,0.0537,Gaia
265.99081889263,-39.03542677783,15.975781,0.002796,-1.536,-3.936,0.1194,Gaia
265.98972906232,-39.04966720354,14.661696,0.002781,-1.141,-3.001,0.0765,Gaia
266.05065460753,-39.04808007894,12.299607,0.002761,13.544,-2.726,1.6824,Gaia
266.04186296785,-39.05104316169,15.307625,0.002781,-6.087,-6.084,0.0871,Gaia
266.04208559448,-39.04631437696,15.851314,0.002788,-3.658,-2.697,0.07,Gaia
266.05983635123,-39.04453688385,15.365688,0.002801,-2.739,-4.289,0.0669,Gaia
266.05690287322,-39.04071093041,15.344938,0.002791,-5.375,-6.827,0.1473,Gaia
266.05534678707,-39.04034963686,14.76473,0.002787,-1.847,-1.577,0.1466,Gaia
266.06119335027,-39.0357821568,15.150496,0.002773,-1.842,-4.765,0.1696,Gaia
266.03464780273,-39.05085300316,15.521503,0.002783,-1.08,-3.824,0.0898,Gaia
266.04003844459,-39.04320017953,15.496716,0.002807,-4.448,-5.16,0.0904,Gaia
266.04014034568,-39.04096372287,15.226506,0.002768,-1.503,-4.66,0.5452,Gaia
266.04356955714,-39.03358293609,15.511314,0.002772,-3.247,-4.734,0.5442,Gaia
266.04616342682,-39.0322563694,15.755645,0.004578,-5.303,2.277,0.4353,Gaia
266.04846819232,-39.03004991513,13.049459,0.002763,-4.482,-4.916,0.9818,Gaia
266.03855656489,-39.02537100824,15.993838,0.002789,-0.466,-1.744,0.1648,Gaia
266.07137532261,-39.034020362,13.228812,0.002759,-8.563,-7.406,0.907,Gaia
266.07282857176,-39.03001211957,15.2808,0.002777,-3.038,-4.041,0.206,Gaia
266.06404194267,-39.03753592508,14.495745,0.002766,2.684,6.064,0.8015,Gaia
266.05445612922,-39.02485536924,15.063954,0.002769,-2.507,-7.759,0.5989,Gaia
266.01899458542,-39.03258015771,15.654199,0.002785,0.094,-1.356,0.3858,Gaia
266.01501237545,-39.03117370524,15.4745,0.002775,-0.771,2.016,0.4082,Gaia
266.01414525193,-39.02628894754,15.415862,0.00278,-2.87,-3.827,0.081,Gaia
265.93170349521,-39.08991048381,14.830317,0.002769,-0.419,2.648,0.5027,Gaia
265.9480145083,-39.07326749908,15.573151,0.002774,0.221,-2.153,0.2368,Gaia
265.95116522242,-39.0697003004,15.544682,0.002819,-3.72,-2.736,0.2171,Gaia
265.94891216224,-39.06268472255,15.836417,0.002788,-3.734,-2.865,0.1351,Gaia
265.95651357918,-39.06454336401,15.876873,0.00283,-0.583,-6.325,0.9384,Gaia
265.96116834723,-39.05944046212,15.239535,0.002772,-0.708,-5.548,0.6449,Gaia
265.96951835443,-39.04982901668,15.536752,0.00278,-3.534,-5.474,0.1633,Gaia
265.96706295944,-39.0490005818,13.327999,0.002762,2.672,-1.64,0.45,Gaia
266.14540947656,-39.07924657129,14.857138,0.002782,-2.705,-4.397,0.8285,Gaia
266.15374058267,-39.08611343097,15.153527,0.003622,0.868,-7.367,0.4295,Gaia
266.13509170441,-39.06069065562,14.661596,0.002782,-1.718,-4.66,0.2298,Gaia
