I,INSTRUME,I_err,I_inst,I_inst_err,SNR,TELESCOP,V,V_err,V_inst,V_inst_err,aperature_correction,aperature_correction_err,beta,fname,fwhm,fwhm_err,instrument,lmag_inject,lmag_prob,method,mjd,pixel_offset,subtraction,target_fwhm,telescope,time,time_taken,xpix,ypix,zp_I,zp_I_err,zp_V,zp_V_err
[16.27591621],INSTRUME,0.2866182491291528,[-4.35003696],0.2847209464930753,6.7150313631454015,HSH,,,,,-0.0547494549902946,0.0349107590868669,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034i0017_wcs/FBOGLE-2024-BLG-0034i0017_wcs_APT.fits,4.630380614972999,0.1958751429918127,Direct CCD,,,psf,60832.129491,1.3227396151619952,False,4.597686281159901,CASLEO HSH + Direct CCD,2026-02-13 15:09:28.695890,23.6,597.6283394697116,511.0076973592321,20.62595317812705,0.0329242063222248,,
,INSTRUME,,,,2.8854143953614737,HSH,[17.89896493],0.5638923834075087,[-2.98970089],0.5624961901761881,-0.0293097927193305,0.045700279193138,0.0325286183059321,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034v0031_wcs/FBOGLE-2024-BLG-0034v0031_wcs_APT.fits,5.121425178833465,0.263065724467696,Direct CCD,17.93073845491503,[17.58291237],psf,60832.19228,0.6989708276116829,False,5.129888061209106,CASLEO HSH + Direct CCD,2026-02-13 15:10:08.820923,39.8,585.6284203406166,479.54138945103534,,,20.888665819175912,0.0396567283354842
[16.24214172],INSTRUME,0.2502081759307439,[-4.26390363],0.2484310673556976,7.426492813762104,HSH,,,,,-0.0601203896072907,0.0275725021018716,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034i0028_wcs/FBOGLE-2024-BLG-0034i0028_wcs_APT.fits,3.682788684592305,0.1563187625726871,Direct CCD,,,psf,60832.141991,0.3569200503037935,False,3.6756297379437433,CASLEO HSH + Direct CCD,2026-02-13 15:10:29.105065,20.0,585.6251706051668,511.1697108035658,20.506045353964712,0.029768037810694,,
,INSTRUME,,,,2.261942482300117,HSH,[17.8992806],0.7142732098439774,[-2.7325366],0.7133887957682065,-0.0374605578542726,0.0436957721949917,0.0252818844916176,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034v0010_wcs/FBOGLE-2024-BLG-0034v0010_wcs_APT.fits,4.603449427427273,0.1367428978630691,Direct CCD,17.507383991017413,[17.10883327],psf,60832.168449,0.864180344355041,False,4.58290267127046,CASLEO HSH + Direct CCD,2026-02-13 15:11:08.643967,39.2,608.3700684011735,476.88667087097934,,,20.63181720135341,0.0355337075634786
[16.29506554],INSTRUME,0.2130324709000381,[-4.54785465],0.2106529553549094,8.728570797210272,HSH,,,,,-0.0486755212684109,0.0377170811029795,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034i0009_wcs/FBOGLE-2024-BLG-0034i0009_wcs_APT.fits,4.8918102714066185,0.473766658066346,Direct CCD,,,psf,60832.120428,0.3549328900240268,False,4.816509551934806,CASLEO HSH + Direct CCD,2026-02-13 15:11:36.198153,27.2,613.6960853518128,512.7368970963029,20.842920188091824,0.0317516307930492,,
,INSTRUME,,,,3.783772132048463,HSH,[17.70000026],0.5800620670152967,[-2.89794612],0.5790079064128751,-0.0522671055461184,0.0260135537259238,0.3016830442597653,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034v0023_wcs/FBOGLE-2024-BLG-0034v0023_wcs_APT.fits,3.208694846095094,0.1418585361493749,Direct CCD,17.69934630850021,[17.35152022],psf,60832.183206,0.3539242384257526,False,3.202998878062118,CASLEO HSH + Direct CCD,2026-02-13 15:12:08.537911,32.1,593.3613665727902,478.71925426926055,,,20.59794638408968,0.034954912407811
[16.52930289],INSTRUME,0.4225239794709313,[-3.91868022],0.4208782017924546,4.316238373233506,HSH,,,,,-0.0472121881869382,0.0293687129787776,0.1042565094160377,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034i0035_wcs/FBOGLE-2024-BLG-0034i0035_wcs_APT.fits,4.456638899073702,0.3057736469465734,Direct CCD,16.680114206148236,[16.48446203],psf,60832.149919,0.3375920437667666,False,4.404301503239958,CASLEO HSH + Direct CCD,2026-02-13 15:13:01.378807,52.5,582.7967748616063,510.55531694352106,20.44798311264785,0.0372565763846035,,
[16.57922757],INSTRUME,0.3050737640745561,[-4.12496516],0.3035751858550589,5.692561119098497,HSH,,,,,-0.0506477666865743,0.0307896164023409,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034i0015_wcs/FBOGLE-2024-BLG-0034i0015_wcs_APT.fits,4.621772144113459,0.1705339504791188,Direct CCD,,,psf,60832.127222,0.0744898009007308,False,4.608453431654665,CASLEO HSH + Direct CCD,2026-02-13 15:13:33.822373,32.1,599.3985581082026,512.2179383271612,20.70419272602217,0.0302011267949458,,
[16.74621806],INSTRUME,0.3756806168697594,[-3.76922014],0.3746574325098289,4.588035681026716,HSH,,,,,-0.0556777667051195,0.0309443971929385,0.17934991158294,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034i0033_wcs/FBOGLE-2024-BLG-0034i0033_wcs_APT.fits,3.825294667544181,0.1575437283965857,Direct CCD,16.969846248298882,[16.57129552],psf,60832.14765,0.4592712663637449,False,3.80689435493358,CASLEO HSH + Direct CCD,2026-02-13 15:14:13.183832,39.1,582.4167038371262,511.4627579126003,20.515438191103595,0.0277080161106123,,
[16.25593581],INSTRUME,0.2663425900125933,[-4.11034943],0.263531731603868,7.173456139026496,HSH,,,,,-0.0647110419871378,0.0267615303764781,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034i0021_wcs/FBOGLE-2024-BLG-0034i0021_wcs_APT.fits,3.162120985673107,0.1353142184104441,Direct CCD,,,psf,60832.134039,0.4735869593430226,False,3.1548880679607616,CASLEO HSH + Direct CCD,2026-02-13 15:14:39.461984,26.0,594.8290580976249,511.22060360229386,20.366285242962583,0.0385927673597432,,
,INSTRUME,,,,2.432942771384895,HSH,[17.92438149],0.6589488634296626,[-2.73822324],0.6580926488817469,-0.0402263373401715,0.0426661023226025,0.0296812005284637,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034v0013_wcs/FBOGLE-2024-BLG-0034v0013_wcs_APT.fits,4.3375229400942805,0.1818928833779838,Direct CCD,17.420620177748038,[17.4133738],psf,60832.171852,0.6921238984090339,False,4.293679437909697,CASLEO HSH + Direct CCD,2026-02-13 15:15:21.558517,41.8,604.6904176808856,476.1880970648477,,,20.66260473667205,0.0335807996189795
,INSTRUME,,,,2.9522030210410075,HSH,[18.00610391],0.56452534664728,[-2.68058822],0.5635814215763818,-0.0504287638237787,0.01694257317589,0.1455525402689321,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034v0021_wcs/FBOGLE-2024-BLG-0034v0021_wcs_APT.fits,3.4683103492494736,0.4972657369329568,Direct CCD,17.938074030004838,[17.69169722],psf,60832.180926,0.3503513944091584,False,3.370115168037153,CASLEO HSH + Direct CCD,2026-02-13 15:15:53.043238,31.1,600.0992103560899,477.7168707711321,,,20.686692134806584,0.032632012827533
,INSTRUME,,,,3.129986948632627,HSH,[17.72079981],0.5128114242824939,[-2.88265999],0.5113195295357933,-0.0532622324512288,0.0280905516562654,0.0799601548852519,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034v0017_wcs/FBOGLE-2024-BLG-0034v0017_wcs_APT.fits,3.774891350140911,0.5663828216213822,Direct CCD,17.481086484101397,[17.48833286],psf,60832.1764,0.5055665153390191,False,3.651599819808615,CASLEO HSH + Direct CCD,2026-02-13 15:16:48.597862,55.3,600.9303985907746,477.05048739305215,,,20.60345979892843,0.0390883050276555
,INSTRUME,,,,3.863661825463712,HSH,[17.8522788],0.460551395209599,[-3.13037026],0.45906761901716,-0.032428516430499,0.0574517831801846,0.0748520387936956,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034v0034_wcs/FBOGLE-2024-BLG-0034v0034_wcs_APT.fits,4.656844041458979,0.4453781803360645,Direct CCD,17.90067122712282,[17.60356978],psf,60832.195694,0.5633759786635147,False,4.597021806998078,CASLEO HSH + Direct CCD,2026-02-13 15:17:29.376192,40.4,577.5479337194226,480.4597518772415,,,20.982649055953967,0.036939258241387
[16.22484617],INSTRUME,0.3218716090878034,[-4.11163283],0.3199097037621482,5.474209960101439,HSH,,,,,-0.0460776077762386,0.0369368251760712,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034i0020_wcs/FBOGLE-2024-BLG-0034i0020_wcs_APT.fits,3.97750118925254,0.19739963141456,Direct CCD,,,psf,60832.132905,0.855850858821137,False,3.957530517150489,CASLEO HSH + Direct CCD,2026-02-13 15:17:53.238744,23.6,592.9928931229318,511.5296939710206,20.33647899907345,0.0354839988669023,,
,INSTRUME,,,,1.5259841950295063,HSH,[18.67464941],0.983102532909388,[-1.97236659],0.9823606237261228,-0.0476792453966398,0.0229834168907659,0.0199149266512864,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034v0026_wcs/FBOGLE-2024-BLG-0034v0026_wcs_APT.fits,3.4780920300203,0.481707487317528,Direct CCD,17.954529675571074,[17.55597895],psf,60832.186609,0.7016111505797287,False,3.3872617713412496,CASLEO HSH + Direct CCD,2026-02-13 15:18:28.565566,35.0,589.9850124061672,478.54491490411687,,,20.647015996001304,0.0381863217039533
,INSTRUME,,,,3.5944844748837363,HSH,[17.85947442],0.5258725481898853,[-2.86825187],0.5248694771316758,-0.0514259528994974,0.0295607387620811,0.1723929031996784,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034v0030_wcs/FBOGLE-2024-BLG-0034v0030_wcs_APT.fits,3.535701164347924,0.1310077799687437,Direct CCD,18.06205271779585,[17.62002373],psf,60832.191146,1.4676189362112315,False,3.5090307706791743,CASLEO HSH + Direct CCD,2026-02-13 15:19:23.102547,54.3,584.9174833295403,479.2773313058884,,,20.727726285026787,0.0324648874207879
[16.33344307],INSTRUME,0.2109097203198999,[-4.50740274],0.2095272110833457,11.537161769718846,HSH,,,,,-0.0626702624094041,0.0282329774815321,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034i0008_wcs/FBOGLE-2024-BLG-0034i0008_wcs_APT.fits,3.635950390640583,0.1744168971482916,Direct CCD,,,psf,60832.119294,0.6539177256682184,False,3.6282050044834735,CASLEO HSH + Direct CCD,2026-02-13 15:19:47.648542,24.3,613.8485455085507,511.9112569057872,20.84084581181624,0.0241092915916977,,
[16.32420385],INSTRUME,0.4068538896353148,[-3.71371119],0.4054013838227384,4.510809471555603,HSH,,,,,-0.0645825244296184,0.0247278887892375,0.5592895741856169,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034i0019_wcs/FBOGLE-2024-BLG-0034i0019_wcs_APT.fits,3.1386328448106218,0.095412600310813,Direct CCD,16.55404384193504,[16.30766703],psf,60832.131759,0.2501088002583158,False,3.123430970836141,CASLEO HSH + Direct CCD,2026-02-13 15:20:31.196566,43.3,597.1611184506149,511.5293883567271,20.037915040844084,0.0343482969882594,,
,INSTRUME,,,,0.6271404141436576,HSH,[19.16678802],1.7840103286111986,[-1.33390201],1.7836168674721966,-0.0343124448580083,0.0338317626344171,0.0036918281061454,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034v0004_wcs/FBOGLE-2024-BLG-0034v0004_wcs_APT.fits,4.30465657130596,0.1524186291285664,Direct CCD,17.31497139642358,[17.2207685],psf,60832.161644,1.2412077968548605,False,4.287714785705603,CASLEO HSH + Direct CCD,2026-02-13 15:21:09.784375,38.3,617.9909300096247,474.963313624578,,,20.50069002649636,0.0374662869804946
[16.34136001],INSTRUME,0.2790959683517246,[-4.33990582],0.2760298013414271,6.127112138335941,HSH,,,,,-0.0670354197580224,0.0471082524122675,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034i0029_wcs/FBOGLE-2024-BLG-0034i0029_wcs_APT.fits,5.059761676638119,0.8586236717804329,Direct CCD,,,psf,60832.143125,0.4095942635066845,False,5.001652721856108,CASLEO HSH + Direct CCD,2026-02-13 15:21:40.154369,30.1,584.7724766169607,511.0912273303768,20.681265831111528,0.041256615488903,,
[16.33838833],INSTRUME,0.3835892050095081,[-4.19712163],0.3818538568931959,4.489091549704468,HSH,,,,,-0.0432746409006094,0.0644885121559705,0.0628555045294864,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034i0016_wcs/FBOGLE-2024-BLG-0034i0016_wcs_APT.fits,5.710123059227398,0.2895754414580107,Direct CCD,16.14420679965754,[16.15145318],psf,60832.128356,0.5697203720216371,False,5.660579427147744,CASLEO HSH + Direct CCD,2026-02-13 15:22:32.322220,51.9,603.4655555258313,510.9911532167265,20.535509964701223,0.0364459898427396,,
,INSTRUME,,,,2.616044562682108,HSH,[18.36699681],0.6199324651029345,[-2.53910952],0.6187536068293311,-0.0573990753516328,0.0402229498806166,0.0474307781226138,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034v0032_wcs/FBOGLE-2024-BLG-0034v0032_wcs_APT.fits,3.876223290443813,0.8487232211975927,Direct CCD,18.432256739873623,[17.68587993],psf,60832.193414,0.7675093775547364,False,3.7241760745250576,CASLEO HSH + Direct CCD,2026-02-13 15:23:13.752273,41.1,581.2677611390085,479.1004448032893,,,20.906106330433417,0.0382130255841478
,INSTRUME,,,,1.3617300621824375,HSH,[18.04558236],1.1221218346795734,[-2.52274077],1.121111975397845,-0.0185133815599388,0.0781367965295518,0.0054194147677262,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034v0028_wcs/FBOGLE-2024-BLG-0034v0028_wcs_APT.fits,6.119643503620933,0.6831053821499811,Direct CCD,16.903240474562622,[16.75831294],psf,60832.188877,2.756540266629662,False,6.311021969273879,CASLEO HSH + Direct CCD,2026-02-13 15:23:58.090696,44.0,585.2486562443132,477.9771546915155,,,20.56832313295452,0.0475956981689973
,INSTRUME,,,,0.7407620745885236,HSH,[19.10405154],1.027253116217289,[-1.20026002],1.026541779849521,-0.036971729644226,0.0246254938542841,0.7872906116548803,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/OGLE-2024-BLG-0034_v_comb/OGLE-2024-BLG-0034_v_comb_APT.fits,3.503146196385256,0.1661151080936962,Direct CCD,19.968331876758302,[19.01905651],psf,60832.17980115383,0.350546525318849,False,3.519974619009075,CASLEO HSH + Direct CCD,2026-02-13 15:24:32.708425,34.3,598.9544944163576,477.3719650880786,,,20.3043115555724,0.0382222317703816
,INSTRUME,,,,2.2697305605730738,HSH,[18.37039087],0.6517620486435957,[-2.46753053],0.6510687275793368,-0.0405170953625755,0.0333357900435007,0.033016191301709,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034v0015_wcs/FBOGLE-2024-BLG-0034v0015_wcs_APT.fits,3.926360576858215,0.4608797408128918,Direct CCD,17.764121393502535,[17.80759965],psf,60832.174132,1.323094273423681,False,3.8652256738637,CASLEO HSH + Direct CCD,2026-02-13 15:25:13.890937,40.9,601.1647733372779,475.8694615109021,,,20.837921395155085,0.0300546172878657
,INSTRUME,,,,1.3211522475151318,HSH,[18.22876722],1.334953487613887,[-2.21962828],1.3344552455733822,-0.0430831225186438,0.0397778776609065,0.0075520048056281,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034v0012_wcs/FBOGLE-2024-BLG-0034v0012_wcs_APT.fits,4.578528275490258,0.3073375074725432,Direct CCD,16.972131178897197,[17.03010219],psf,60832.170718,0.5009486708594302,False,4.591649857234076,CASLEO HSH + Direct CCD,2026-02-13 15:25:53.911237,39.7,607.2595005157867,477.208639988989,,,20.448395503385907,0.0364693248383438
,INSTRUME,,,,2.724252278100514,HSH,[18.23754714],0.6105692000117624,[-2.54953662],0.6096467127792764,-0.0485721974440041,0.0304349893061529,0.0617563557997905,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034v0025_wcs/FBOGLE-2024-BLG-0034v0025_wcs_APT.fits,3.5266851073605743,0.1441572177958254,Direct CCD,17.783581117940223,[17.58792894],psf,60832.185475,0.8502526099047825,False,3.494575122250817,CASLEO HSH + Direct CCD,2026-02-13 15:26:29.436219,35.2,590.1781376729979,477.87764220834407,,,20.78708375593147,0.0335504634904787
[16.27589685],INSTRUME,0.2400244258834111,[-4.60068978],0.2374517026362469,9.506475269336494,HSH,,,,,-0.0746115132174348,0.0375149675521048,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034i0007_wcs/FBOGLE-2024-BLG-0034i0007_wcs_APT.fits,4.8578715713208265,0.5684524809934934,Direct CCD,,,psf,60832.11816,1.3070418857642856,False,4.741088116563712,CASLEO HSH + Direct CCD,2026-02-13 15:27:01.991828,32.2,618.2623031472897,512.5123838067778,20.87658663333096,0.0350487365793471,,
[16.60363434],INSTRUME,0.2720866134503173,[-4.21015645],0.1909709263315645,5.199998168676205,HSH,,,,,-0.0218851870402529,0.1821841429127409,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034i0010_wcs/FBOGLE-2024-BLG-0034i0010_wcs_APT.fits,5.79845383738628,0.8370659491433274,Direct CCD,,,ap,60832.121563,0.0,False,5.494471390161499,CASLEO HSH + Direct CCD,2026-02-13 15:27:14.467350,12.2,610.4649925039832,512.6150885763047,20.83567597844064,0.0661072506316559,,
[16.36453295],INSTRUME,0.2106635926313605,[-4.43320972],0.2080603516488744,8.535015248606596,HSH,,,,,-0.0479555681838331,0.0286090265383695,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034i0005_wcs/FBOGLE-2024-BLG-0034i0005_wcs_APT.fits,4.448609405439435,0.252153369479192,Direct CCD,,,psf,60832.115868,0.3158406282977341,False,4.402444116399345,CASLEO HSH + Direct CCD,2026-02-13 15:27:43.920210,29.1,616.3145827336634,513.3451110569115,20.797742669253857,0.0330157437005219,,
[16.41109028],INSTRUME,0.3061605638820999,[-4.18996497],0.3045767115645746,5.643507554924368,HSH,,,,,-0.0490536258285351,0.0426278121417584,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034i0024_wcs/FBOGLE-2024-BLG-0034i0024_wcs_APT.fits,4.673656832532979,0.2767394359431738,Direct CCD,,,psf,60832.137454,0.209646048925421,False,4.6188077013260695,CASLEO HSH + Direct CCD,2026-02-13 15:28:10.392897,26.1,592.0437643385194,511.4383447133712,20.601055243712,0.0311017306450179,,
[16.3624709],INSTRUME,0.211116563902236,[-4.40357358],0.2089666574833966,10.039296422778982,HSH,,,,,-0.0758140482013451,0.0326511930782143,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034i0004_wcs/FBOGLE-2024-BLG-0034i0004_wcs_APT.fits,3.669436769939952,0.205837410643864,Direct CCD,,,psf,60832.114745,0.4795833856928135,False,3.655594839805037,CASLEO HSH + Direct CCD,2026-02-13 15:28:40.101731,29.5,622.776004994306,512.9876891023293,20.766044487582505,0.0300522813460762,,
,INSTRUME,,,,4.273347953825632,HSH,[17.99111866],0.376356441861678,[-2.95955035],0.3745869130249135,-0.0479139102485955,0.0372028872376554,0.2219443835934093,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034v0033_wcs/FBOGLE-2024-BLG-0034v0033_wcs_APT.fits,3.5818825942364696,0.1270822296793848,Direct CCD,17.9034902253091,[17.86001196],psf,60832.19456,0.9720398318301706,False,3.562757266688111,CASLEO HSH + Direct CCD,2026-02-13 15:29:16.670858,36.1,577.5428014250449,480.4510110787786,,,20.950669008830413,0.036452927471584
