RA,DEC,B,B_err,V,V_err,R,R_err,I,I_err
276.95674334,-26.68421604,19.312954,0.03716793596636757,18.057508000000002,0.017693409394460978,17.343598,0.019851666176923286,16.714642,0.020617974294289923
276.86741221,-26.67659779,19.620596000000003,0.037582740719644174,18.625592,0.01697225971990766,18.053251999999997,0.019211715175902436,17.388507999999998,0.02193404659427895
276.87041845,-26.68222789,17.561457,0.035739050798811095,16.229214,0.016279890908725402,15.473559,0.018602538805227633,14.765361,0.018869603917411725
276.8749556,-26.68344376,17.641406999999997,0.035444477200263516,16.476114,0.017692900723171427,15.811209000000002,0.019850957785457105,15.180711000000002,0.021261911108834974
276.87604159,-26.67923711,18.308213999999996,0.03544369444626223,17.075028,0.016279798033145252,16.373218,0.01860241180599978,15.704621999999999,0.021933001983312727
276.87747795,-26.67554543,18.562133000000003,0.12484342771648013,17.732966,0.1076880785231123,17.250770999999997,0.10807319753296836,16.787709,0.10624319904822142
276.88995281,-26.6776742,19.115049,0.15296476552461352,18.210198,0.11664105026961992,17.686863,0.11700009754269439,17.181576999999997,0.11020947414809672
276.89154755,-26.68179357,18.91285,0.036787735619360974,18.093700000000002,0.03324404620379414,17.61695,0.034442130088018656,17.06005,0.020622710588087106
276.89655303,-26.67528978,18.384676000000002,0.03573871116870333,17.567752000000002,0.01562151798001718,17.092211999999996,0.018029135447935378,16.641347999999997,0.018869461465553277
276.89884217,-26.67563216,18.892801000000002,0.03640551919695694,17.658502000000002,0.016971890643060365,16.956086999999997,0.019211205714374097,16.298473,0.019418551130298056
276.89944642,-26.67917995,19.23221,0.03677528980171332,18.10142,0.017693291384024624,17.45527,0.01985150183235515,16.822329999999997,0.05059736593934511
276.90072163,-26.67570241,18.451925,0.03640515403071384,17.38235,0.016280103193776138,16.769475,0.018602829085921313,16.133525,0.020617328633942854
276.90298394,-26.68277417,19.146607,0.2445772639637626,18.426514,0.16248142155951245,18.003609,0.16275159538388556,17.599311,0.14496106666274222
276.90523223,-26.67797092,19.26403,0.03640680518804143,18.28906,0.01921084943462938,17.72761,0.021215292833237066,17.19119,0.020002521441058373
276.90707021,-26.67870863,18.000285,0.035739050798811095,16.61907,0.016279890908725402,15.836795,0.018602538805227633,15.111804999999999,0.019418083118577897
276.90889421,-26.6828341,19.544311,0.036781686095120766,18.610522,0.026834887143418362,18.071457,0.028305011923685886,17.483703,0.021936217358514663
276.91290287,-26.67618201,18.751136000000002,0.2158866372983747,18.401672,0.16048121240818192,18.180232,0.16075126134808398,17.974928,0.14991720402942418
276.91340363,-26.68062158,16.729011000000003,0.03544335198595076,15.683922,0.015621421190147842,15.084356999999999,0.018029004409561834,14.448803,0.02000127995904262
276.91637007,-26.67663594,18.412007000000003,0.03640551919695694,17.469314,0.016971890643060365,16.925409,0.019211205714374097,16.293511,0.02061747142595328
276.92503402,-26.67993054,19.439780000000003,0.036774205307525,18.18656,0.015621863653226526,17.47386,0.01802960343435207,16.805939999999996,0.020001894310289713
276.92681864,-26.68033191,19.581403000000005,0.13546428515295095,18.518506000000002,0.10967762783722121,17.909260999999997,0.11005696002525236,17.318419,0.1052588939330069
