objid,RA,Dec,r,dr,g,dg,i,di,dupvar,x,y
76042768424858186,276.84248535,-26.62676498,17.085,0.01,17.881,0.014,16.744,0.014,2,1124.8869699731185,578.9272785706294
76042768436986792,276.84369815,-26.62792669,15.424,0.011,16.515,0.01,14.95,0.011,2,1117.9276510223176,586.4271492705037
76042768439840149,276.84398435,-26.63346248,18.403,0.122,18.713,0.176,18.325,0.11,2,1116.3959711275747,622.088129886357
76042768474405671,276.84744042,-26.62886081,15.484,0.01,16.27,0.012,15.072,0.011,2,1096.3983991891696,592.4971657010151
76042768476342698,276.84763493,-26.63133811,16.595,0.011,17.282,0.012,16.297,0.014,2,1095.3308841482071,608.4566424274391
76042768517785312,276.85177821,-26.6291597,18.244,0.013,18.979,0.013,17.921,0.011,2,1071.4267915791957,594.4848148817182
76042768534637159,276.85346395,-26.62762027,17.282,0.011,17.952,0.012,16.992,0.012,2,1061.6868464997397,584.5935944901985
76042768580896101,276.85808919,-26.62850236,17.606,0.012,18.178,0.026,17.364,0.011,2,1035.0725236018654,590.3431529055154
76042768622532622,276.86225359,-26.63140153,17.862,0.01,18.642,0.015,17.444,0.012,2,1011.1564791565135,609.0791051208823
76042768648750050,276.8648758,-26.63354486,18.277,0.016,18.957,0.019,17.996,0.013,2,996.1048347938288,622.9240319519897
76042768664738569,276.86647379,-26.62644523,18.016,0.012,18.914,0.013,17.66,0.011,2,986.7463673658881,577.2183497941941
76042768747863042,276.87478698,-26.63105105,18.453,0.118,18.963,0.142,18.257,0.113,2,938.9800853895542,607.0127165505085
76042768766062981,276.87660646,-26.63110256,17.621,0.012,18.239,0.012,17.378,0.012,2,928.5044817220439,607.3728320771108
76042768774691010,276.87746911,-26.63274451,18.452,0.127,18.978,0.155,18.247,0.122,2,923.574527591179,617.9623723014371
76042768801460600,276.88014634,-26.63308627,17.198,0.011,17.83,0.019,16.893,0.015,2,908.1667724964941,620.2057633313908
76042768862800409,276.88628052,-26.63324566,17.578,0.163,18.047,0.216,17.407,0.152,2,872.849807600729,621.3300096607626
76042768993896166,276.89938922,-26.62844791,18.266,0.017,18.792,0.012,18.057,0.014,2,797.2557296980756,590.6412111656905
76042769005682847,276.9005686,-26.63121407,18.194,0.115,18.721,0.141,17.988,0.11,2,790.5306060211541,608.4781189901049
76042769035102046,276.90351063,-26.63188099,15.224,0.01,16.293,0.011,14.755,0.012,2,773.6061323380507,612.8231526115085
76042769087288482,276.90872857,-26.62651824,18.313,0.013,18.936,0.012,18.054,0.014,2,743.4307062671398,578.3692817145776
76042769100017053,276.91000189,-26.62770858,17.598,0.012,18.165,0.01,17.343,0.011,2,736.1274866788584,586.0581980418417
76042769126114249,276.91261196,-26.63004593,18.175,0.016,18.781,0.011,17.918,0.013,2,721.1552073076377,601.1582458027203
76042769127112277,276.91271158,-26.63168892,18.015,0.012,18.888,0.018,17.704,0.012,2,720.6218021164636,611.7427044107108
76042769142510533,276.9142517,-26.6331422,15.026,0.011,16.361,0.01,14.178,0.018,2,711.7893755363148,621.1300979153409
76042769151742289,276.91517454,-26.63167862,18.224,0.126,18.677,0.156,18.061,0.12,2,706.4396556461709,611.718954844367
76042769170450581,276.91704526,-26.63310198,17.575,0.012,18.5,0.011,17.129,0.014,2,695.7030774650143,620.919560406973
76042769194712272,276.9194719,-26.6316927,18.083,0.038,18.948,0.021,17.727,0.021,2,681.6955122634373,611.8846187503498
76042769237027029,276.92370218,-26.62772892,17.983,0.027,18.437,0.013,17.607,0.079,2,657.2380448551144,586.427948824133
76042769257477622,276.92574724,-26.62723475,18.341,0.021,18.909,0.024,17.979,0.011,2,645.4496234545651,583.2812898308753
76042769339046352,276.93390409,-26.62829315,17.637,0.047,18.269,0.019,17.421,0.01,2,598.5071613355534,590.2455030071824
76042769371280458,276.93712842,-26.63320483,12.803,0.1,13.649,0.094,12.415,0.1,2,580.0670003591151,621.9412340787741
76042769401671730,276.94016795,-26.63214494,17.837,0.032,18.589,0.019,17.745,0.021,2,562.5380130973526,615.1702786074895
76042769420947454,276.94209464,-26.62737456,18.217,0.039,18.876,0.063,17.768,0.013,2,551.3202060616564,584.4792610516457
76042769455359611,276.94553578,-26.62557685,16.135,0.014,16.779,0.012,15.824,0.01,2,531.4581755087358,572.9640993155244
76042769466165143,276.94661657,-26.62930026,17.766,0.11,18.362,0.124,17.52,0.107,2,525.3321039752901,596.9673677798992
76042769503688091,276.95036888,-26.626844,17.719,0.017,18.411,0.013,17.503,0.013,2,503.6608268927467,581.2169837625247
76042769521099923,276.95210906,-26.62531721,18.242,0.022,18.901,0.015,18.041,0.013,2,493.5999300243728,571.4157334811295
76042769537393989,276.95373994,-26.6302623,16.085,0.016,17.288,0.013,15.485,0.013,2,484.33998941949284,603.2988234831588
76042769572839263,276.95728328,-26.62586711,18.008,0.121,18.819,0.171,17.636,0.111,2,463.81949569960045,575.0567027962838
76042769594772792,276.95947713,-26.63125997,16.838,0.01,17.359,0.01,16.627,0.01,2,451.33126951438015,609.8352013842224
76042769609339440,276.96093332,-26.62571948,16.05,0.012,17.06,0.011,15.563,0.01,2,442.79730406792277,574.1763500677608
76042769609890301,276.96098993,-26.6333355,17.838,0.012,18.186,0.015,17.612,0.011,2,442.67630728228875,623.2332961640627
76042769617244836,276.96172496,-26.62955667,17.891,0.013,18.49,0.01,17.616,0.01,2,438.3421754636785,598.9076071051595
76042769709580091,276.97095868,-26.63351062,17.805,0.012,18.575,0.014,17.427,0.01,2,385.28129066124825,624.5570294800848
76042769712632141,276.97126355,-26.6318024,16.76,0.011,17.587,0.011,16.391,0.01,2,383.47899834802126,613.5602063409676
76042769732467955,276.97324604,-26.62695731,18.286,0.116,18.916,0.148,18.019,0.109,2,371.9303193747861,582.3918065274672
76042769751427768,276.97514252,-26.62711317,17.358,0.013,18.196,0.012,16.967,0.012,2,361.0141323405104,583.4336681944982
76042769770587940,276.97705841,-26.62696981,18.349,0.115,18.91,0.141,18.123,0.11,2,349.97791144442294,582.5487655050238
76042769790094281,276.9790096,-26.63001853,15.833,0.011,16.687,0.012,15.437,0.013,2,338.82720937249525,602.2253670213505
76042769829289806,276.98292823,-26.62541506,16.411,0.011,17.017,0.011,16.129,0.011,2,316.13419234377994,572.6533883108825
76042769849288681,276.98492856,-26.6263523,16.078,0.013,17.195,0.011,15.578,0.012,2,304.6419033548072,578.7311803280317
76042769898078451,276.98980787,-26.62654394,17.544,0.011,18.536,0.013,17.086,0.01,2,276.5506859571315,580.0660834311153
76052768420003760,276.84200024,-26.62211956,16.422,0.012,17.534,0.01,16.003,0.01,2,1127.583235401853,548.9985360321307
76052768423967132,276.84239638,-26.61931019,18.363,0.014,18.978,0.012,18.205,0.021,2,1125.243215941216,530.9084899635391
76052768441319116,276.84413115,-26.61765675,17.341,0.012,18.059,0.013,17.053,0.011,2,1115.2184046251082,520.2828933568677
76052768477016108,276.84770132,-26.62016328,18.438,0.133,18.807,0.204,18.325,0.116,2,1094.7116580500708,536.4786813788844
76052768495722066,276.84957274,-26.6235317,18.263,0.014,18.857,0.023,17.932,0.016,2,1084.0065038776143,558.2020906352062
76052768496244350,276.84962458,-26.62162834,18.245,0.013,18.778,0.019,18.017,0.017,2,1083.6674407417017,545.9429840058679
76052768553207349,276.85532074,-26.61912875,18.123,0.019,18.903,0.016,17.723,0.015,2,1050.8115925942966,529.9254716719265
76052768624757073,276.86247551,-26.61935899,18.198,0.019,18.875,0.019,17.98,0.013,2,1009.6143282642583,531.5145019487684
76052768639704859,276.86397,-26.62120356,17.846,0.012,18.794,0.013,17.474,0.012,2,1001.0486227295778,543.4181081127588
76052768642488576,276.86424885,-26.61810625,18.373,0.122,18.819,0.147,18.215,0.117,2,999.3745757557758,523.4720365129408
76052768671548410,276.86715406,-26.61824486,17.413,0.011,18.442,0.011,17.009,0.012,2,982.6472174470373,524.4087850446451
76052768689355097,276.86893571,-26.6210056,18.228,0.013,18.912,0.013,17.932,0.013,2,972.4486134031563,542.2182836290183
76052768713733333,276.87137365,-26.62247531,17.241,0.014,18.101,0.012,16.846,0.011,2,958.4423574924351,551.7222770955184
76052768720306592,276.87203001,-26.61975976,18.389,0.148,18.736,0.205,18.289,0.136,2,954.6017681606791,534.241094867388
76052768732873448,276.87328737,-26.62237936,17.934,0.013,18.776,0.013,17.622,0.011,2,947.4199540982079,551.1337610048469
76052768746830339,276.87468335,-26.62497036,16.612,0.01,17.667,0.012,16.166,0.01,2,939.4395954562642,567.8444309946217
76052768760986053,276.87609868,-26.62020931,15.543,0.01,16.427,0.011,15.128,0.014,2,931.181764882633,537.1997834540053
76052768785881748,276.87858835,-26.62379662,18.784,0.122,18.911,0.176,18.812,0.11,2,916.9262544590943,560.345165491129
76052768789174231,276.87891739,-26.62172698,18.632,0.159,18.725,0.205,18.68,0.149,2,914.9843444401859,547.0194610448261
76052768801255917,276.8801255,-26.62032196,17.796,0.011,18.632,0.014,17.461,0.018,2,907.9952566069474,537.9885310499787
76052768834185156,276.88341856,-26.62095668,18.335,0.013,18.953,0.017,18.119,0.011,2,889.0462728802311,542.1290476607179
76052768850678992,276.88506799,-26.61775987,18.059,0.012,18.601,0.015,17.878,0.017,2,879.4740288137925,521.5642224730069
76052768866487082,276.8866484,-26.61935164,18.393,0.112,18.887,0.137,18.207,0.108,2,870.4096729070152,531.8423961277678
76052768919179159,276.89191708,-26.61762064,17.463,0.01,18.074,0.012,17.206,0.012,2,840.0283744808767,520.7780384115554
76052768929450233,276.89294546,-26.62505922,18.136,0.01,18.953,0.012,17.825,0.013,2,834.2808467690729,568.7078597850605
76052768958952991,276.89589593,-26.62276038,14.684,0.01,15.894,0.01,14.133,0.01,2,817.2365061685107,553.9491172235994
76052768966755102,276.89667533,-26.62100176,16.891,0.012,17.52,0.011,16.635,0.012,2,812.7066817817831,542.6344392809216
76052769011730847,276.90117361,-26.6245473,18.09,0.012,18.684,0.016,17.804,0.018,2,786.8875694229935,565.5465573088056
76052769048881711,276.9048882,-26.62382735,18.691,0.144,18.819,0.235,18.718,0.121,2,765.4800151528624,560.971671103024
76052769064776447,276.90647767,-26.61988049,18.126,0.013,18.803,0.01,17.87,0.011,2,756.2317217146931,535.5762543033251
76052769118884357,276.9118887,-26.62162245,18.043,0.106,18.722,0.113,17.749,0.105,2,725.1139832622786,546.888908697237
76052769178842802,276.9178848,-26.62291775,18.371,0.016,18.864,0.025,18.11,0.012,2,690.6170335841906,555.3360899921556
76052769196971274,276.91969769,-26.6241913,18.149,0.138,18.664,0.184,17.95,0.129,2,680.2091151267653,563.5709636590193
76052769237152715,276.92371596,-26.622991,18.446,0.012,18.998,0.021,18.212,0.011,2,657.040078816074,555.9105587168419
76052769259620947,276.92596216,-26.62446414,18.07,0.011,18.949,0.022,17.721,0.072,2,644.1423737869214,565.4392198764905
76052769304293601,276.93042987,-26.62225258,17.716,0.034,18.44,0.014,17.43,0.011,2,618.3592641350024,551.2743801144674
76052769370081708,276.93700829,-26.62382979,16.935,0.013,17.565,0.043,16.628,0.011,2,580.5177142241222,561.5530544775512
76052769417514580,276.94175152,-26.62143643,17.929,0.01,18.501,0.013,17.62,0.011,2,553.1419225785291,546.224550933505
76052769429729475,276.94297282,-26.61735703,17.627,0.015,18.301,0.013,17.412,0.011,2,546.0028788028112,519.971238656201
76052769462178054,276.94621794,-26.61854184,18.101,0.011,18.706,0.014,17.802,0.014,2,527.3459388943127,527.6633781739722
76052769481310457,276.94813133,-26.62487226,16.221,0.012,17.305,0.015,15.713,0.015,2,516.4935320631743,568.4744706295929
76052769483123322,276.94831253,-26.62248513,18.312,0.033,18.968,0.014,18.022,0.01,2,515.3873855376353,553.1020414541833
76052769510418079,276.9510417,-26.61852044,17.793,0.015,18.385,0.013,17.522,0.014,2,499.5666713162209,527.6165068058926
76052769579601758,276.95796083,-26.6237882,15.991,0.013,16.984,0.012,15.554,0.01,2,459.8622874365707,561.6792032056475
76052769608402733,276.96084086,-26.62297565,18.108,0.023,18.969,0.016,17.697,0.011,2,443.2558929094271,556.501162790697
76052769624390838,276.96243998,-26.62455439,17.858,0.016,18.585,0.013,17.557,0.013,2,434.08996998083296,566.7011404926308
76052769633142557,276.96331407,-26.62312205,17.967,0.01,18.631,0.013,17.708,0.01,2,429.017874846855,557.4922828243128
76052769673069468,276.96730656,-26.61736279,17.228,0.019,17.826,0.01,17.011,0.013,2,405.8703156548356,520.4743761063523
76052769679625208,276.9679622,-26.62091285,17.21,0.012,18.056,0.012,16.828,0.011,2,402.1914259872283,543.3537324916331
76052769698734211,276.96987345,-26.62174362,17.1,0.01,17.696,0.01,16.866,0.015,2,391.2080312550954,548.7426262034036
76052769723643404,276.97236496,-26.62241636,15.765,0.01,16.94,0.011,15.3,0.013,2,376.8790159045213,553.1253459875393
76052769749258883,276.97492512,-26.61785042,18.368,0.13,18.941,0.157,18.135,0.125,2,362.010171263016,523.7666588236767
76052769750205952,276.97502056,-26.62029303,17.76,0.013,18.622,0.013,17.343,0.014,2,361.5280259306463,539.5017607292984
76052769803130927,276.98031375,-26.62448076,16.608,0.015,16.877,0.01,16.527,0.019,2,331.1632865667063,566.5822466866531
76052769865578343,276.98655767,-26.61830037,17.983,0.108,18.644,0.122,17.699,0.106,2,295.033862671933,526.901043045078
76052769885038773,276.98850327,-26.61794223,18.322,0.123,18.84,0.17,18.122,0.113,2,283.8195393345355,524.6343137161543
76052769903437128,276.99034316,-26.61931299,18.156,0.016,18.819,0.012,17.939,0.012,2,273.2629968576571,533.5016435283683
76052769930853828,276.99308574,-26.62206296,17.903,0.014,18.766,0.018,17.428,0.012,2,257.5478216540857,551.2716160762493
76062768403466379,276.84034678,-26.61160404,17.35,0.117,17.777,0.16,17.202,0.108,2,1136.885744937519,481.24313950508474
76062768422449927,276.84224499,-26.60864739,18.411,0.129,18.827,0.207,18.27,0.111,2,1125.8918728721865,462.2254900583224
76062768438853728,276.84388531,-26.61381285,17.298,0.013,17.9,0.015,17.089,0.024,2,1116.553383576553,495.52021816701074
76062768454076626,276.84540751,-26.61139829,16.268,0.011,17.066,0.012,15.939,0.012,2,1107.7361250949025,479.9892180776578
76062768532274529,276.8532276,-26.61314523,16.297,0.01,16.638,0.01,16.207,0.023,2,1062.736865373788,491.35406345175693
76062768547966835,276.85479611,-26.61122423,18.26,0.016,18.948,0.018,18.028,0.015,2,1053.662360123137,479.0034882417916
76062768553570094,276.85535779,-26.61684148,17.342,0.017,17.901,0.011,17.026,0.013,2,1050.5488510097407,515.1933372888992
76062768593579665,276.85935795,-26.60886547,18.45,0.134,18.766,0.202,18.368,0.118,2,1027.338779223137,463.87756424779667
76062768627409601,276.86274069,-26.60891904,18.13,0.013,18.738,0.017,17.897,0.013,2,1007.8579555239912,464.2730786709611
76062768667414436,276.86674189,-26.61322328,15.367,0.012,16.396,0.011,14.953,0.012,2,984.9095109299412,492.0577299128492
76062768795806778,276.87958023,-26.61127125,17.788,0.013,18.468,0.014,17.518,0.012,2,910.9288244764919,479.6828984282471
76062768815134458,276.88151319,-26.6132044,17.778,0.013,18.595,0.013,17.38,0.013,2,899.840983436925,492.165149875394
76062768821251497,276.88212509,-26.61567243,17.341,0.012,18.137,0.018,16.985,0.013,2,896.3736589890186,508.0718153314033
76062768833503252,276.88335051,-26.61420966,18.535,0.151,18.989,0.224,18.372,0.135,2,889.2829606854505,498.66936067498807
76062768846220830,276.88462244,-26.61622809,17.197,0.013,17.87,0.011,16.877,0.011,2,882.004522835691,511.69066721247054
76062768874456231,276.88744535,-26.61172764,18.076,0.114,18.909,0.163,17.692,0.103,2,865.6433467483814,482.74785297352366
76062768894675793,276.88946747,-26.6120926,17.911,0.11,18.634,0.13,17.591,0.106,2,854.0062976151474,485.13127493832246
76062768967312752,276.89673122,-26.61462682,16.367,0.011,16.914,0.014,16.135,0.012,2,812.2339044230985,501.5734037482067
76062768975285666,276.89752856,-26.61219823,17.227,0.011,18.044,0.018,16.911,0.011,2,807.5844810606122,485.94367349672166
76062768978200785,276.89782052,-26.61626535,17.117,0.012,18.012,0.012,16.719,0.01,2,805.9995806607648,512.1454494180829
76062768995635670,276.89956324,-26.61219477,18.559,0.128,18.992,0.16,18.407,0.122,2,795.8665632227029,485.95517222835815
76062769020867740,276.90208645,-26.61046993,15.066,0.01,16.024,0.013,14.635,0.01,2,781.2939558313758,474.88737192645874
76062769032443368,276.90324412,-26.614113,18.104,0.015,18.676,0.016,17.823,0.013,2,774.7142172669746,498.37237511522403
76062769060343362,276.90603444,-26.61411785,16.053,0.011,16.721,0.01,15.795,0.011,2,758.6450004135429,498.450711303083
76062769063227863,276.90632286,-26.61036754,18.433,0.11,18.93,0.133,18.244,0.106,2,756.8933989782458,474.29928740404375
76062769095772079,276.90957757,-26.61518688,18.506,0.168,18.922,0.229,18.365,0.155,2,738.2662717019043,505.39680179089294
76062769132594852,276.91325951,-26.61287666,15.159,0.01,15.746,0.009,14.928,0.012,2,717.0057222576781,490.57959927210374
76062769133457169,276.9133455,-26.61094587,17.775,0.012,18.697,0.012,17.336,0.011,2,716.4631751273986,478.1445775254314
76062769147553832,276.91475552,-26.61372659,18.077,0.012,18.754,0.017,17.874,0.017,2,708.4110696595981,496.0800068380187
76062769161981936,276.91619823,-26.61530639,18.129,0.013,18.857,0.017,17.792,0.014,2,700.141493047972,506.2807881323612
76062769165953940,276.91659538,-26.61363684,18.124,0.011,18.987,0.016,17.723,0.016,2,697.8131492577247,495.53388234401893
76062769180158303,276.91801552,-26.61000103,18.061,0.016,18.792,0.013,17.785,0.013,2,689.5446140841673,472.1398705381777
76062769183783744,276.9183789,-26.61379982,18.341,0.013,18.967,0.014,18.12,0.015,2,687.5459334001837,496.61479581833237
76062769200732537,276.92007331,-26.61480524,17.304,0.02,18.556,0.02,16.624,0.011,2,677.8128650184644,503.12056670745767
76062769219868946,276.92198616,-26.60946458,17.721,0.012,18.354,0.013,17.486,0.012,2,666.6636770011353,468.7542849666539
76062769251935161,276.92519392,-26.61261936,18.134,0.013,18.816,0.013,17.894,0.014,2,648.2688052187948,489.1315693482959
76062769263690507,276.92636926,-26.61649754,17.455,0.014,18.322,0.012,17.068,0.01,2,641.5976018905382,514.1324520311118
76062769270985248,276.92709839,-26.6125464,17.506,0.013,18.295,0.012,17.11,0.013,2,637.2990717699132,488.69561274882693
76062769288224367,276.92882295,-26.61328094,17.878,0.011,18.907,0.014,17.542,0.011,2,627.3858571570671,493.45781176180253
76062769316542955,276.93165402,-26.61445702,18.95,0.013,18.837,0.143,18.195,0.012,2,611.1116599086189,501.0841622101033
76062769333152114,276.93331554,-26.61515771,16.096,0.015,16.654,0.01,15.865,0.011,2,601.5609588047869,505.627535327802
76062769394411756,276.93944133,-26.6154565,18.258,0.023,18.982,0.019,17.874,0.013,2,566.2908829018517,507.66423232900945
76062769455160392,276.94551606,-26.61659316,15.46,0.012,16.014,0.008,15.215,0.009,2,531.3369441769677,515.0985029291417
76062769481243248,276.94812456,-26.61421352,18.3,0.115,18.917,0.168,18.042,0.103,2,516.2525513906869,499.81988315317176
76062769489141323,276.94891482,-26.61581715,18.011,0.012,18.585,0.012,17.738,0.013,2,511.7436749610432,510.16399229008994
76062769524944839,276.95249421,-26.61288696,18.136,0.02,18.715,0.016,17.831,0.012,2,491.0528549943624,491.35806039324655
76062769606649706,276.96066471,-26.60883164,17.784,0.018,18.872,0.016,17.362,0.013,2,443.88980044882123,465.3941872564337
76062769618032364,276.96180306,-26.61495015,18.285,0.017,18.839,0.016,18.076,0.015,2,437.4987316623573,504.82648758493474
76062769685272508,276.9685277,-26.61482989,17.951,0.013,18.642,0.015,17.652,0.011,2,398.7689033315852,504.1837036565888
76062769701401459,276.97014077,-26.61570396,15.609,0.012,16.61,0.015,15.141,0.01,2,389.5033103445147,509.8456351937556
76062769702707752,276.97027,-26.61046,17.947,0.01,18.561,0.011,17.605,0.022,2,388.615498596343,476.0711196533168
76062769705979943,276.9705979,-26.60863358,18.411,0.145,18.776,0.192,18.301,0.135,2,386.6770379729893,464.3133988403181
76062769717736358,276.97177331,-26.61162144,17.874,0.107,18.397,0.117,17.671,0.105,2,379.98963516109916,483.5819845202356
76062769724580630,276.97245843,-26.61639517,18.594,0.106,18.866,0.128,18.537,0.102,2,376.1752258323668,514.3438893528405
76062769779644076,276.97796444,-26.61352304,16.519,0.011,17.104,0.013,16.256,0.012,2,344.38729844430577,495.9545301594365
76062769779958971,276.97799543,-26.60944366,17.172,0.102,17.779,0.106,16.919,0.101,2,344.0955346220295,469.6793029978031
76062769792247513,276.97922476,-26.61065907,18.028,0.013,18.871,0.015,17.636,0.012,2,337.0494336726779,477.5327718767362
76062769812345473,276.9812341,-26.61235932,17.31,0.103,17.927,0.112,17.053,0.101,2,325.5249067269716,488.52507170460626
76062769874660551,276.98746677,-26.61646096,17.543,0.013,18.207,0.012,17.217,0.013,2,289.7466374447972,515.0718669543119
76062769895356208,276.98953576,-26.61174618,17.807,0.013,18.625,0.018,17.397,0.026,2,277.6980058645556,484.74605617264626
76062769895718138,276.98957137,-26.61013779,18.123,0.015,18.76,0.016,17.847,0.014,2,277.44731854810334,474.38693235720626
76072768411602025,276.84116007,-26.60689864,18.385,0.113,18.791,0.133,18.25,0.109,2,1132.1037016347227,450.9462591100855
76072768422914646,276.84229117,-26.60471518,17.44,0.104,18.023,0.114,17.202,0.102,2,1125.5436064191667,436.8981171969399
76072768481899683,276.84818932,-26.60051724,18.478,0.135,18.833,0.186,18.373,0.124,2,1091.4843781546924,409.94228126897934
76072768491217448,276.84912171,-26.60238012,17.182,0.012,18.002,0.011,16.849,0.013,2,1086.153759328782,421.95479171024647
76072768503845805,276.85038425,-26.60374904,17.786,0.013,18.56,0.016,17.485,0.032,2,1078.9112851511352,430.7904260714866
76072768544003975,276.85440016,-26.60527391,17.436,0.012,18.142,0.014,17.169,0.012,2,1055.8145067872597,440.67071137960784
76072768617443383,276.86174466,-26.60576717,18.318,0.014,18.841,0.018,18.058,0.017,2,1013.5252627581908,443.95646203865266
76072768643461083,276.86434606,-26.60768402,15.363,0.012,16.426,0.01,14.906,0.01,2,998.585032605529,456.3422439133022
76072768685232137,276.86852324,-26.60680538,16.998,0.011,17.945,0.013,16.614,0.011,2,974.5078717471813,450.746109236352
76072768732282157,276.87322826,-26.60678883,18.115,0.047,18.716,0.013,17.776,0.017,2,947.4097047747662,450.71177814833004
76072768764461251,276.87644646,-26.60754373,17.237,0.011,17.837,0.011,17.0,0.011,2,928.892109555248,455.6242146461984
76072768785723824,276.87857291,-26.60540014,12.955,0.022,14.112,0.011,12.264,0.026,2,916.5964642836577,441.8503105884148
76072768808973779,276.88089717,-26.60543771,18.164,0.013,18.745,0.012,17.884,0.013,2,903.2109703375397,442.12893372708334
76072768827236384,276.88272303,-26.60326653,17.856,0.012,18.362,0.014,17.587,0.014,2,892.6452388476887,428.17296717392753
76072768831029546,276.88310259,-26.60063174,18.256,0.012,18.785,0.02,18.073,0.013,2,890.3985897571542,411.2079062134358
76072768843794332,276.88437922,-26.60497652,17.753,0.01,18.476,0.01,17.406,0.011,2,883.1458144312908,439.21366663161416
76072768943282496,276.89432881,-26.60650634,17.846,0.013,18.817,0.01,17.457,0.012,2,825.8779542820548,449.2285814583606
76072768968139235,276.89681359,-26.60089102,16.293,0.01,17.378,0.019,15.823,0.013,2,811.4342849892182,413.1003700190129
76072768972480882,276.89724849,-26.60785121,17.594,0.011,18.495,0.011,17.213,0.011,2,809.0943895797075,457.9392168451839
76072769027177034,276.90271736,-26.60272482,17.751,0.013,18.266,0.011,17.576,0.013,2,777.4747506660444,425.01052502085366
76072769043669943,276.90436688,-26.60030057,16.392,0.011,17.306,0.012,15.997,0.013,2,767.9159597091452,409.4233247455276
76072769051417322,276.90514133,-26.60248485,18.08,0.122,18.577,0.165,17.891,0.113,2,763.5080354867837,423.5056832526743
76072769068957496,276.90689562,-26.60233989,15.914,0.01,16.448,0.015,15.712,0.013,2,753.4006201700489,422.601697008355
76072769174537167,276.91745389,-26.60261432,17.165,0.011,17.587,0.019,17.037,0.01,2,692.5965322429066,424.55115783757753
76072769185921678,276.9185928,-26.6071884,17.403,0.012,18.096,0.013,17.05,0.012,2,686.1502758822189,454.03340177308985
76072769243957552,276.92439582,-26.60229335,17.766,0.013,18.588,0.016,17.343,0.013,2,652.6062121605789,422.6060179375771
76072769265605865,276.92656068,-26.60369938,17.015,0.01,17.606,0.01,16.716,0.011,2,640.1729999669117,431.70104103640847
76072769292206937,276.92922095,-26.60280556,16.302,0.01,17.242,0.011,15.915,0.011,2,624.8286121322783,425.99150634806455
76072769387073291,276.93870748,-26.6058443,17.779,0.016,18.605,0.015,17.404,0.012,2,570.2691249730317,445.7371369320625
76072769407068338,276.94070633,-26.60163796,18.368,0.139,18.973,0.181,18.116,0.13,2,558.648105009989,418.680386199843
76072769473212182,276.94732176,-26.60676846,16.954,0.024,17.88,0.012,16.551,0.013,2,520.680577822953,451.8500773436905
76072769511153366,276.95111537,-26.60578117,18.118,0.017,18.623,0.013,17.813,0.012,2,498.8058924197181,445.56245068976216
76072769530652303,276.95306567,-26.60666698,17.799,0.011,18.414,0.014,17.436,0.012,2,487.59688712356626,451.3051671809927
76072769544750332,276.95447567,-26.60830948,18.08,0.118,18.602,0.156,17.877,0.111,2,479.51991167082946,461.9116633875884
76072769564051804,276.95640561,-26.60708337,16.601,0.016,17.517,0.011,16.155,0.012,2,468.37220937592286,454.0511052485093
76072769652164341,276.96521682,-26.6049689,17.689,0.01,18.695,0.017,17.272,0.01,2,417.5684492058981,440.6025200696811
76072769665627583,276.96656212,-26.60226725,18.047,0.143,18.606,0.205,17.823,0.129,2,409.74684744516804,423.2272290720106
76072769714323057,276.97143275,-26.6060394,17.583,0.019,18.086,0.011,17.392,0.01,2,381.7977653010539,447.62050862933853
76072769724470735,276.97244782,-26.60797378,17.461,0.104,18.228,0.114,17.114,0.103,2,376.0048019946653,460.10033106150445
76072769794353753,276.97943579,-26.6054589,18.147,0.04,18.688,0.015,17.856,0.012,2,335.68928953859233,444.04202570235907
76072769829622378,276.98296202,-26.60660487,17.986,0.023,18.786,0.038,17.577,0.063,2,315.4125072220797,451.49505440949605
76072769858375408,276.98583716,-26.60407976,17.723,0.105,18.583,0.112,17.323,0.103,2,298.7825269023879,435.28932700083067
76072769881234914,276.98812369,-26.6044916,17.81,0.115,18.267,0.144,17.644,0.109,2,285.6250240153895,437.9891186715637
76082768464745202,276.84647427,-26.59591783,18.146,0.015,18.799,0.013,17.918,0.016,2,1101.2652493779237,380.292182136906
76082768479633097,276.84796354,-26.59767249,18.494,0.015,18.988,0.013,18.318,0.01,2,1092.7244385990502,391.61553489731796
76082768488378111,276.84883759,-26.59349429,17.44,0.114,17.915,0.132,17.264,0.111,2,1087.6012483386698,364.7155930385306
76082768498053939,276.84980536,-26.59697081,18.382,0.016,18.997,0.011,18.043,0.016,2,1082.1009604503834,387.1223690946973
76082768501779549,276.85017771,-26.59229544,18.39,0.017,18.974,0.012,18.162,0.032,2,1079.8565658823723,357.0128998070719
76082768512350402,276.85123528,-26.59991846,15.283,0.012,16.306,0.012,14.776,0.01,2,1073.927874845759,406.12932998919075
76082768551846522,276.85518456,-26.59481808,18.349,0.01,18.91,0.012,18.074,0.018,2,1051.0711729493971,373.3344680086224
76082768587663499,276.85876667,-26.59733701,18.138,0.015,18.714,0.016,17.875,0.012,2,1030.4932264503184,389.6121026473412
76082768591481246,276.85914802,-26.59921461,18.067,0.014,18.785,0.014,17.786,0.01,2,1028.3376147854367,401.71168622350837
76082768599755761,276.8599755,-26.5954525,17.934,0.011,18.595,0.014,17.681,0.013,2,1023.4894607364035,377.4916092565874
76082768630925903,276.86309214,-26.59533362,15.867,0.101,16.87,0.104,15.346,0.1,2,1005.5352736138564,376.7724546270288
